customer_id,segment,tenure_months,monthly_spend,tickets_last90d,late_invoices_12m,usage_hours_30d,nps,churn
C100561,SMB,18,108.21,2,2,15.2,6,0
C101456,SMB,13,176.02,2,0,0.0,1,0
C101876,SMB,20,184.77,0,0,30.8,26,0
C101651,SMB,28,222.76,3,0,12.6,18,0
C100849,MidMarket,33,416.03,1,2,30.5,10,0
C100272,SMB,9,127.17,4,2,29.2,2,0
C101549,SMB,25,168.5,1,4,20.9,-7,0
C101034,Enterprise,24,3825.5,4,1,57.6,-4,0
C101743,SMB,24,52.26,1,1,29.9,19,0
C100371,SMB,17,204.13,1,1,9.6,29,0
C101669,SMB,14,101.37,3,1,41.3,-16,0
C100721,SMB,22,127.61,1,0,14.8,18,0
C100733,SMB,7,180.89,0,3,45.5,22,0
C100777,Enterprise,39,3532.09,1,0,45.1,25,0
C100518,MidMarket,20,664.2,3,1,35.8,-15,0
C100334,SMB,20,145.83,1,1,17.3,33,1
C100845,SMB,15,108.82,0,4,31.1,32,0
C101251,SMB,13,173.23,0,0,13.2,23,0
C101052,MidMarket,26,738.35,0,0,32.4,2,0
C101923,SMB,7,160.66,3,0,17.2,18,0
C100015,MidMarket,25,625.26,3,0,17.2,11,0
C100707,SMB,10,71.79,3,2,32.5,11,0
C100900,MidMarket,18,577.04,1,1,45.5,35,0
C101979,SMB,16,192.02,3,4,7.2,22,0
C101572,SMB,21,170.01,2,1,29.0,-19,1
C100903,SMB,26,196.23,4,1,17.3,33,0
C100465,SMB,14,131.53,1,2,26.2,2,0
C101977,SMB,16,108.03,3,1,17.1,20,1
C100199,SMB,12,97.84,3,1,25.6,25,0
C101206,SMB,19,180.68,1,2,21.1,27,0
C101055,SMB,7,180.74,5,1,17.7,44,0
C101131,SMB,10,117.35,1,0,22.9,17,0
C101379,SMB,11,201.15,0,1,26.6,43,0
C100998,MidMarket,13,579.68,2,0,27.4,4,0
C100727,SMB,11,176.46,4,0,25.5,31,1
C101771,MidMarket,30,656.6,0,1,29.3,6,0
C101909,MidMarket,26,571.69,0,0,32.1,12,0
C101821,SMB,16,140.54,3,1,19.2,-19,0
C100567,MidMarket,15,745.22,0,1,43.0,-13,0
C100043,MidMarket,25,800.33,1,0,33.9,34,0
C100274,SMB,23,215.84,1,1,35.9,24,0
C101096,MidMarket,31,478.91,1,0,39.6,32,0
C100101,SMB,15,186.06,3,3,30.5,27,0
C101231,SMB,10,142.96,2,3,24.6,-10,0
C101721,SMB,18,148.49,3,0,24.2,35,0
C101832,SMB,24,173.21,3,2,19.3,-30,1
C100107,SMB,20,162.25,4,5,15.4,-9,1
C101617,MidMarket,28,718.41,0,0,19.0,44,0
C100497,SMB,20,109.41,1,1,11.9,19,0
C101980,MidMarket,27,533.11,2,0,52.7,27,1
C100881,SMB,27,182.77,3,1,16.2,20,0
C100756,SMB,12,127.85,3,3,24.6,-6,1
C100619,SMB,16,188.85,5,1,39.7,0,0
C101106,MidMarket,35,639.52,0,0,27.2,22,0
C101935,SMB,21,157.77,3,2,26.7,12,0
C100809,SMB,29,222.34,0,4,16.9,10,0
C101037,SMB,11,121.07,2,0,30.2,25,0
C100072,SMB,9,93.14,1,2,21.4,14,0
C101283,Enterprise,26,2882.6,0,0,36.4,13,0
C101271,Enterprise,41,4043.25,2,1,62.5,6,0
C101334,MidMarket,29,507.31,0,0,35.6,-12,0
C101458,SMB,15,180.99,1,2,21.4,24,0
C100481,SMB,8,119.12,4,2,6.0,-8,1
C101068,SMB,17,255.13,2,0,43.1,20,0
C100506,SMB,7,150.33,2,1,22.6,21,0
C101237,SMB,23,213.09,1,0,29.1,27,0
C101861,MidMarket,28,547.95,0,1,33.0,-5,0
C101989,SMB,20,191.3,1,3,12.8,18,1
C101476,SMB,22,159.26,3,4,34.8,-25,1
C101866,SMB,17,101.44,3,0,37.1,13,0
C101455,MidMarket,19,439.26,1,1,32.0,22,0
C100311,Enterprise,29,3559.47,0,0,47.7,17,0
C100962,MidMarket,18,628.51,1,0,14.2,-1,0
C100405,Enterprise,40,2340.63,2,0,49.3,31,0
C101330,SMB,15,82.58,1,3,30.0,28,0
C101649,SMB,30,224.44,2,0,34.8,-8,0
C100309,MidMarket,24,610.64,0,0,52.5,16,0
C100226,SMB,22,95.23,3,3,10.1,-10,0
C101857,SMB,13,131.43,2,0,13.8,14,0
C100710,MidMarket,28,470.0,0,2,27.0,49,0
C101943,SMB,3,64.98,0,2,10.3,33,0
C101383,SMB,26,113.79,2,0,10.0,38,0
C101785,MidMarket,20,646.55,1,0,36.9,47,0
C100148,SMB,19,162.53,1,1,24.2,29,0
C101554,SMB,10,160.95,1,0,28.4,39,0
C101956,Enterprise,38,3277.83,1,0,45.6,24,0
C100925,SMB,15,120.19,2,3,16.1,17,1
C100942,Enterprise,49,2276.08,1,1,51.2,-12,0
C100836,SMB,15,135.46,2,2,33.8,1,0
C100575,SMB,32,143.33,1,3,26.0,28,0
C100557,SMB,26,202.22,0,0,23.7,28,1
C101235,SMB,13,198.26,4,2,12.7,14,1
C101360,MidMarket,26,592.35,1,1,21.3,19,0
C101347,SMB,26,145.43,2,2,17.6,30,0
C101161,MidMarket,33,660.22,2,0,27.7,36,0
C101442,SMB,21,166.64,1,1,35.9,-2,0
C100286,SMB,21,128.49,1,1,24.5,9,0
C101604,SMB,16,133.32,3,2,31.8,23,0
C101057,SMB,21,182.79,4,0,12.4,36,0
C100598,SMB,17,186.52,0,0,14.2,3,0
C100932,Enterprise,56,2504.24,1,0,28.1,12,0
C101461,MidMarket,22,545.66,1,0,55.6,43,0
C101637,SMB,20,149.18,1,0,25.2,3,0
C101587,SMB,12,66.81,1,3,30.1,12,0
C101040,SMB,14,156.04,2,2,26.0,28,0
C101230,MidMarket,38,471.59,2,0,35.0,29,0
C100806,MidMarket,16,590.42,1,1,33.5,2,0
C100904,SMB,22,164.4,1,2,28.2,34,0
C101679,SMB,21,115.2,0,0,15.9,0,1
C101204,MidMarket,24,671.75,4,1,22.7,32,0
C100767,SMB,24,173.43,2,2,23.7,18,0
C100609,SMB,11,169.97,1,1,17.7,36,0
C101992,SMB,27,191.87,1,0,25.8,28,0
C101564,MidMarket,20,452.38,0,0,31.3,24,0
C101422,MidMarket,32,478.6,0,0,36.2,19,0
C101010,SMB,17,93.12,2,1,15.5,49,0
C100493,Enterprise,8,3189.94,0,0,55.4,2,0
C101320,SMB,18,128.99,2,1,22.2,23,0
C100277,SMB,18,187.68,3,3,11.7,-10,0
C101846,SMB,19,124.57,2,0,24.7,20,0
C100358,Enterprise,34,2499.0,0,0,78.3,68,0
C101110,MidMarket,11,692.6,0,2,22.1,15,0
C100236,SMB,14,190.86,2,1,8.6,48,0
C100551,SMB,16,93.66,2,0,20.6,-13,0
C101867,SMB,15,198.58,3,1,29.5,5,0
C101812,MidMarket,27,602.51,1,1,31.5,18,0
C100208,Enterprise,50,3057.83,1,0,37.1,30,0
C101386,SMB,30,121.02,1,0,18.2,22,0
C101560,MidMarket,18,424.22,1,0,29.9,28,0
C100058,SMB,21,139.98,2,0,23.8,22,0
C100631,Enterprise,26,2335.07,1,1,52.1,43,0
C101961,MidMarket,29,695.08,1,0,38.8,16,0
C101859,MidMarket,28,540.53,1,1,55.9,-6,0
C101816,SMB,17,145.64,1,0,1.6,7,0
C100363,SMB,19,181.52,1,0,16.4,42,0
C100505,Enterprise,10,2958.16,1,0,42.5,43,0
C101165,SMB,8,171.8,1,1,38.8,9,0
C101121,MidMarket,26,684.8,0,0,57.7,36,0
C101629,SMB,19,126.99,2,0,32.0,7,0
C101216,SMB,12,163.05,3,0,32.3,24,0
C101151,SMB,23,200.68,4,3,10.7,14,0
C101124,MidMarket,14,878.76,1,0,45.6,26,0
C101594,Enterprise,31,2855.93,1,0,83.7,27,0
C100118,MidMarket,28,554.78,1,0,21.2,7,0
C101249,MidMarket,15,496.56,2,3,12.9,24,1
C101993,MidMarket,25,796.28,1,2,36.7,37,0
C100522,SMB,13,57.9,3,0,40.2,11,0
C100513,MidMarket,23,567.14,1,3,53.0,5,0
C100081,MidMarket,10,587.76,0,0,48.1,-4,0
C100915,SMB,8,116.6,1,2,35.5,34,1
C101018,Enterprise,26,2805.76,1,0,77.9,59,0
C100380,MidMarket,37,566.85,1,0,32.4,19,0
C101029,SMB,20,103.35,1,3,15.0,18,0
C101688,Enterprise,24,2709.73,0,0,55.2,19,0
C100084,SMB,12,201.68,2,0,15.1,38,0
C101677,SMB,15,194.39,3,0,13.4,4,0
C100329,SMB,12,82.21,0,1,19.1,14,0
C100006,Enterprise,21,2824.99,2,0,78.5,40,0
C100745,MidMarket,18,655.01,2,0,29.5,-7,0
C101553,MidMarket,37,395.86,1,1,28.1,33,0
C100914,MidMarket,29,936.36,1,1,39.0,27,0
C100873,MidMarket,44,584.53,1,1,24.0,25,0
C100451,SMB,16,211.63,1,1,38.0,7,1
C100490,SMB,20,125.81,2,1,33.3,-5,0
C101480,MidMarket,16,531.45,0,1,45.7,12,0
C100287,SMB,25,106.38,0,2,9.9,51,0
C100948,MidMarket,33,419.76,2,4,21.4,20,0
C101985,SMB,9,193.23,0,2,4.4,42,0
C101368,SMB,16,160.05,2,0,20.8,45,0
C101146,SMB,6,138.18,3,1,25.6,-14,0
C100705,SMB,19,138.19,1,3,19.2,34,1
C101726,SMB,22,153.1,2,3,0.0,24,0
C101701,SMB,21,199.03,4,2,12.9,-1,1
C101628,SMB,12,175.24,2,1,13.5,52,0
C101599,SMB,17,207.13,2,3,25.0,34,1
C101538,SMB,22,99.24,4,0,26.3,25,0
C101405,MidMarket,31,510.28,0,0,19.9,18,0
C101650,MidMarket,30,614.23,1,1,32.4,16,0
C100327,MidMarket,28,526.97,1,0,49.4,17,0
C100442,Enterprise,22,2144.53,1,0,69.8,25,0
C100774,Enterprise,22,2567.5,0,1,58.9,22,0
C101087,SMB,25,156.46,0,0,33.9,28,0
C101220,SMB,21,75.73,3,1,31.8,5,0
C101635,Enterprise,19,2974.65,1,2,47.6,26,0
C100177,MidMarket,14,622.35,1,1,44.6,23,0
C101322,SMB,12,99.01,1,0,1.7,27,0
C100704,SMB,20,137.35,1,3,29.1,5,0
C100086,Enterprise,24,2047.04,2,0,29.4,48,0
C101883,MidMarket,21,812.99,1,2,29.6,23,1
C101947,SMB,19,158.14,0,1,8.8,11,0
C100457,Enterprise,25,1518.54,0,1,41.5,19,0
C101828,SMB,30,174.31,0,2,47.7,25,0
C100054,MidMarket,30,554.73,0,0,52.3,15,0
C101501,MidMarket,15,635.59,0,1,17.4,-24,0
C100643,SMB,13,141.11,3,2,23.5,2,1
C100677,SMB,15,124.59,1,1,14.1,33,0
C100221,SMB,20,177.8,0,1,30.1,23,0
C100113,SMB,14,160.78,2,1,22.4,5,0
C100982,Enterprise,49,3331.61,0,0,51.6,19,0
C101228,SMB,16,204.57,5,0,21.6,19,0
C100999,MidMarket,5,587.37,0,0,32.6,-1,0
C100174,MidMarket,33,480.86,3,0,40.0,9,0
C100781,SMB,19,168.3,1,2,21.7,43,0
C100589,Enterprise,32,3709.03,0,0,57.3,44,0
C101559,SMB,22,157.81,5,4,35.4,-30,1
C100018,MidMarket,31,638.67,0,1,30.2,26,0
C100423,Enterprise,34,4029.79,2,1,28.7,19,0
C101343,Enterprise,21,2869.3,1,0,73.3,36,0
C100285,SMB,18,139.84,4,2,30.6,4,0
C101583,SMB,21,145.21,1,0,21.8,45,0
C100428,MidMarket,17,575.08,0,0,29.3,70,0
C101509,MidMarket,26,206.41,1,1,24.5,-6,0
C101318,MidMarket,33,605.38,2,0,32.7,34,0
C100669,SMB,28,123.86,6,2,12.3,-9,0
C100031,MidMarket,22,596.04,0,1,61.9,3,0
C100940,SMB,28,141.08,2,1,24.2,7,1
C100722,MidMarket,30,592.78,0,0,4.9,32,0
C100994,SMB,8,104.99,4,1,40.0,7,1
C100214,MidMarket,20,716.15,1,1,8.2,7,1
C100813,SMB,6,151.56,2,0,10.2,-4,0
C100326,SMB,18,86.21,1,1,35.6,0,0
C100560,Enterprise,15,1602.91,3,1,19.5,17,0
C101112,MidMarket,29,633.75,1,2,39.2,18,0
C100700,SMB,17,203.53,3,2,33.0,11,0
C101578,SMB,28,171.73,0,1,25.8,1,0
C101189,SMB,12,174.2,2,1,21.0,9,0
C100341,Enterprise,44,2662.08,1,0,63.3,21,0
C100629,MidMarket,16,563.32,0,0,40.7,-6,0
C100147,SMB,30,127.37,1,1,25.8,42,0
C101309,MidMarket,26,763.7,1,1,42.2,52,0
C100360,SMB,12,137.02,0,2,26.6,7,0
C100083,SMB,19,103.38,4,4,21.0,9,0
C100048,SMB,17,229.89,3,1,9.3,-9,0
C100468,MidMarket,21,572.33,0,1,43.9,17,1
C100155,Enterprise,36,4008.21,1,0,53.1,34,0
C100772,MidMarket,24,525.86,3,1,36.2,7,0
C101239,SMB,20,168.35,0,1,19.5,11,0
C101200,SMB,13,191.43,1,5,12.9,42,1
C101402,SMB,23,145.41,2,1,12.9,24,0
C101202,SMB,19,256.43,1,1,15.6,-7,1
C101630,SMB,18,179.52,1,4,24.2,-12,0
C100500,MidMarket,20,816.38,1,2,35.7,18,0
C101764,SMB,15,154.11,2,1,20.6,39,0
C100179,Enterprise,18,3628.71,0,0,55.0,56,0
C101047,SMB,25,187.55,1,1,36.5,18,0
C101755,SMB,9,188.34,1,2,29.0,39,0
C100950,Enterprise,36,1520.88,0,0,25.8,18,0
C101316,MidMarket,14,637.39,1,0,23.7,57,0
C101619,SMB,20,189.27,0,1,20.7,-2,0
C100528,SMB,18,70.57,5,0,42.4,-11,1
C100346,SMB,18,156.36,2,0,21.0,21,0
C101387,Enterprise,24,4770.73,0,0,51.8,12,0
C101960,MidMarket,21,702.66,1,0,35.5,13,0
C101050,SMB,29,169.64,2,1,31.1,15,0
C101972,MidMarket,10,525.27,3,1,49.1,-4,0
C101441,Enterprise,42,1867.88,1,1,40.8,3,0
C100601,Enterprise,16,3352.84,1,0,28.0,14,0
C101281,SMB,23,169.29,0,2,16.5,16,0
C100243,SMB,17,252.07,5,2,43.8,-1,1
C101336,SMB,19,188.83,5,1,15.5,1,1
C101067,SMB,25,178.54,3,4,27.3,18,0
C101475,Enterprise,17,3643.8,0,0,27.3,52,0
C100312,SMB,22,122.88,2,0,8.3,8,0
C100435,MidMarket,34,547.93,0,1,33.6,-2,0
C101898,Enterprise,27,2740.08,0,0,46.3,43,0
C101328,MidMarket,23,447.26,0,0,40.3,16,0
C100308,SMB,9,170.51,4,2,6.2,29,0
C100430,SMB,30,80.18,1,1,16.6,10,0
C100660,SMB,8,152.3,2,2,16.7,19,1
C100370,SMB,10,161.63,0,0,42.9,3,0
C100566,SMB,17,164.71,1,3,17.9,0,0
C100979,MidMarket,27,804.23,1,2,30.8,31,1
C100181,SMB,25,166.62,1,0,29.4,32,0
C101362,SMB,19,203.93,2,2,21.8,35,0
C100621,MidMarket,23,491.45,1,2,35.1,24,0
C100818,Enterprise,37,3094.85,1,0,26.8,-1,0
C101192,SMB,19,149.43,2,0,31.1,20,1
C100952,SMB,22,232.99,2,1,22.4,-20,0
C101421,MidMarket,1,614.83,0,0,28.8,12,0
C101840,SMB,14,129.15,6,1,35.4,33,1
C100922,MidMarket,19,649.59,0,0,29.3,21,0
C101073,MidMarket,15,629.56,0,0,36.0,-7,0
C100296,SMB,16,129.26,4,1,16.6,7,1
C100966,SMB,24,205.83,3,3,22.2,15,1
C100461,MidMarket,35,430.8,2,0,42.1,33,0
C101302,MidMarket,32,737.92,1,2,48.6,-11,0
C101176,SMB,29,112.24,2,0,14.1,13,0
C100377,SMB,10,138.17,3,0,33.5,53,0
C100798,SMB,11,146.13,1,1,26.5,8,0
C101102,MidMarket,32,320.51,2,1,35.3,18,0
C100105,MidMarket,28,577.22,2,1,49.2,12,0
C100126,SMB,19,100.91,2,1,35.6,5,1
C101995,SMB,20,128.24,4,2,23.3,24,0
C100838,MidMarket,12,474.28,0,0,27.0,14,0
C100355,MidMarket,26,544.71,2,1,21.6,42,0
C101616,MidMarket,12,761.37,1,2,37.3,0,0
C100682,SMB,20,177.76,1,0,24.8,52,0
C100812,SMB,17,188.24,4,0,17.4,40,1
C101680,MidMarket,23,418.79,0,1,30.7,-17,0
C100209,SMB,20,137.55,1,2,20.4,20,0
C101492,MidMarket,20,429.45,1,1,30.3,39,0
C100140,Enterprise,51,3355.11,1,0,52.3,25,0
C101974,SMB,19,128.88,0,0,13.7,40,1
C101339,MidMarket,22,663.75,2,2,13.1,53,0
C101797,SMB,23,142.18,3,0,36.3,15,1
C101574,SMB,7,160.71,0,1,31.3,34,0
C101181,SMB,22,200.95,0,0,31.6,35,0
C101393,SMB,14,115.26,3,1,22.4,-4,1
C101815,SMB,17,130.95,0,1,35.6,17,0
C100711,SMB,24,127.5,2,3,23.7,11,1
C101793,MidMarket,19,638.47,4,1,31.6,8,0
C100892,SMB,15,136.29,1,0,16.2,46,0
C100859,SMB,27,134.83,2,2,37.6,47,0
C100010,SMB,26,122.39,1,3,18.5,34,0
C101694,MidMarket,17,704.54,1,1,37.5,37,0
C101427,SMB,17,142.28,2,1,17.8,17,0
C100282,SMB,16,115.16,4,0,46.7,6,0
C100810,MidMarket,28,393.58,0,2,33.7,18,0
C101341,MidMarket,18,534.4,1,4,29.2,8,0
C100291,MidMarket,38,716.65,1,0,39.9,18,0
C100754,SMB,9,169.43,1,1,19.8,29,0
C100626,SMB,14,156.13,0,1,32.9,25,0
C100943,MidMarket,29,581.49,0,0,48.8,27,0
C100861,MidMarket,31,496.73,0,0,48.8,30,0
C100129,SMB,33,156.93,2,0,29.9,26,0
C101175,MidMarket,17,646.61,0,3,57.9,30,0
C100323,MidMarket,16,610.53,0,0,52.4,31,0
C101090,SMB,13,174.78,4,0,13.7,42,0
C100843,MidMarket,28,601.1,3,2,30.6,-10,0
C100963,MidMarket,22,539.47,0,0,46.0,3,0
C101864,SMB,18,205.5,3,0,27.2,33,0
C100865,SMB,21,139.41,4,2,10.8,-4,1
C100921,MidMarket,24,560.03,1,1,34.8,19,0
C100695,SMB,12,182.32,2,1,21.4,47,0
C100215,SMB,15,98.72,6,1,17.7,17,0
C101780,Enterprise,29,2733.19,0,0,47.1,-3,0
C101261,SMB,18,185.92,1,3,21.8,2,0
C100158,Enterprise,42,2496.27,2,0,43.0,28,0
C101058,SMB,29,167.8,1,1,44.3,5,0
C100988,SMB,22,167.27,4,3,5.2,-5,1
C100841,SMB,15,131.67,1,0,43.0,-13,0
C100634,SMB,17,143.32,1,1,38.9,9,0
C100516,Enterprise,30,3125.41,1,1,57.9,34,0
C101428,SMB,18,125.22,2,4,24.4,6,0
C101747,SMB,11,161.83,2,1,34.6,8,0
C100597,SMB,22,155.09,2,1,32.4,21,0
C100195,SMB,15,191.25,4,1,22.1,27,1
C101783,SMB,9,109.21,3,0,7.5,41,0
C100869,SMB,14,92.76,2,2,19.5,24,0
C100410,Enterprise,36,3557.45,2,1,66.1,10,0
C100096,SMB,8,202.79,0,2,18.7,3,0
C101000,SMB,13,57.1,3,3,12.4,23,0
C101505,MidMarket,22,775.28,1,2,37.9,-10,0
C100156,SMB,21,182.43,2,0,22.0,41,0
C100419,Enterprise,20,3774.78,1,1,17.8,21,0
C101802,SMB,13,121.48,1,1,19.7,11,0
C100477,MidMarket,19,585.07,2,1,42.1,33,0
C101855,MidMarket,21,838.25,0,0,48.1,-2,0
C100668,MidMarket,29,607.66,0,3,59.3,11,0
C101417,SMB,22,190.36,2,2,20.5,11,1
C101871,SMB,15,117.84,0,1,6.6,27,0
C101299,MidMarket,28,423.04,1,1,47.6,15,0
C100447,MidMarket,23,428.47,0,1,27.9,29,0
C100553,SMB,14,148.86,4,1,5.9,31,1
C100178,MidMarket,37,593.7,0,4,32.3,10,0
C100390,SMB,19,160.48,2,1,10.2,10,0
C100578,SMB,15,85.93,3,4,12.1,9,1
C101477,SMB,15,133.01,5,1,10.8,30,1
C101706,SMB,29,163.96,1,2,26.2,48,0
C101287,MidMarket,17,624.43,2,1,24.5,16,0
C101644,SMB,24,186.61,2,1,26.6,11,0
C101023,SMB,20,222.07,5,2,22.4,1,0
C100820,SMB,12,150.83,2,1,16.8,22,0
C101824,SMB,15,145.96,4,0,43.2,24,0
C100984,MidMarket,24,602.45,0,1,20.3,48,0
C101338,SMB,16,153.04,4,1,12.2,13,0
C100664,MidMarket,21,711.81,0,0,45.2,53,0
C100142,MidMarket,34,735.74,1,1,42.9,10,0
C101516,SMB,20,154.81,3,1,1.1,31,0
C101429,SMB,9,199.47,3,2,38.6,-10,0
C100864,SMB,22,99.33,2,0,27.2,22,0
C100421,MidMarket,21,548.31,2,2,20.1,21,0
C100636,SMB,16,160.1,1,0,15.9,4,0
C101406,MidMarket,27,588.81,1,1,43.6,54,0
C100799,SMB,16,84.93,2,2,29.5,18,0
C101403,MidMarket,11,622.49,0,3,9.1,23,0
C100615,SMB,12,150.78,2,0,14.8,27,0
C100294,MidMarket,13,527.6,2,2,28.3,33,0
C100923,MidMarket,26,645.61,1,1,49.3,6,0
C101268,MidMarket,31,621.71,1,1,41.4,22,0
C101902,SMB,10,132.83,2,0,32.0,27,0
C100088,MidMarket,17,888.39,0,1,54.4,-5,0
C100041,MidMarket,13,557.24,1,1,23.4,13,0
C101801,MidMarket,34,577.09,1,1,42.2,38,0
C101933,SMB,25,199.91,0,1,25.4,62,0
C100131,MidMarket,30,523.85,0,1,64.1,28,0
C101001,SMB,23,226.07,4,1,16.5,26,0
C101157,SMB,17,167.96,1,0,38.2,37,0
C101094,SMB,17,158.66,3,0,44.3,41,0
C101854,SMB,7,169.35,3,0,29.0,57,0
C101344,MidMarket,4,510.57,0,2,52.1,34,0
C101498,MidMarket,26,717.62,0,2,18.1,34,0
C100164,SMB,22,128.51,7,5,30.4,-1,1
C100724,Enterprise,49,3772.82,0,0,54.2,29,0
C100290,SMB,22,132.15,2,3,22.6,28,1
C101208,SMB,8,143.72,1,1,17.2,46,0
C101588,SMB,14,192.76,3,1,29.2,17,0
C101896,MidMarket,23,469.17,0,2,29.0,17,0
C101641,SMB,10,167.75,1,1,19.4,10,0
C101361,SMB,24,186.29,2,0,18.4,6,0
C100778,MidMarket,24,509.1,0,0,23.8,23,0
C100839,SMB,17,191.3,3,2,20.6,-2,0
C100348,SMB,9,227.89,2,0,32.5,9,0
C101944,SMB,19,90.61,1,0,13.2,37,1
C100571,MidMarket,29,522.81,1,2,53.5,19,0
C100917,MidMarket,18,468.33,0,3,32.2,18,0
C100976,MidMarket,19,461.31,0,1,48.0,30,0
C101913,SMB,13,112.99,1,2,19.0,28,0
C101468,SMB,23,141.27,2,3,14.7,-20,1
C101591,SMB,20,138.63,1,4,25.4,40,0
C101317,SMB,16,129.53,4,0,9.7,-12,1
C101844,SMB,28,135.27,1,1,13.0,21,0
C100136,SMB,7,144.1,2,2,23.4,36,0
C100458,MidMarket,36,738.54,1,0,22.1,17,0
C100375,SMB,15,96.87,0,1,16.7,24,1
C101342,Enterprise,21,3307.94,0,0,42.2,17,0
C100333,MidMarket,14,348.21,3,0,29.4,17,0
C101159,SMB,12,110.09,2,5,23.7,24,1
C101760,MidMarket,14,557.69,3,0,18.6,16,0
C101457,MidMarket,20,621.04,2,0,49.2,-12,0
C100816,MidMarket,26,536.05,3,0,39.2,7,0
C101114,MidMarket,1,514.31,1,2,37.2,41,0
C101005,SMB,16,98.73,2,1,27.8,36,0
C101856,SMB,12,197.33,1,1,24.2,17,0
C101954,SMB,16,202.59,2,3,20.1,22,0
C101850,MidMarket,20,553.68,0,0,56.4,51,0
C100910,MidMarket,14,604.24,1,0,35.0,-14,0
C101929,SMB,20,185.13,1,2,13.4,44,0
C101125,SMB,18,85.3,3,1,19.2,21,0
C100328,MidMarket,25,724.54,1,2,27.6,14,0
C101247,MidMarket,31,614.66,0,0,26.5,35,0
C100318,MidMarket,33,387.1,0,1,40.6,5,0
C101689,SMB,17,124.49,2,2,15.8,30,0
C101358,Enterprise,30,3495.36,1,2,51.1,12,0
C101732,MidMarket,24,521.08,4,2,41.7,-2,0
C100167,MidMarket,31,336.2,0,1,40.5,26,0
C100012,MidMarket,8,426.54,1,0,47.8,-15,0
C101926,MidMarket,26,791.87,0,0,21.7,-1,0
C100171,MidMarket,18,666.88,1,0,26.7,11,0
C100649,MidMarket,24,570.0,2,3,40.0,23,1
C101061,SMB,15,137.62,2,0,33.8,20,0
C100260,Enterprise,21,2077.15,0,1,30.1,12,0
C101366,SMB,24,102.0,3,2,11.6,24,0
C101548,SMB,25,237.65,3,0,13.8,13,1
C100901,Enterprise,18,2619.82,0,0,52.7,-24,0
C100672,SMB,21,180.08,2,1,12.2,17,1
C100258,MidMarket,35,648.55,3,1,11.1,5,0
C100844,SMB,19,137.81,2,2,24.1,5,0
C100867,SMB,11,134.07,0,2,17.7,26,0
C101799,SMB,14,141.31,1,1,33.6,11,0
C100138,SMB,18,113.1,4,0,19.3,21,0
C100893,MidMarket,35,401.19,1,0,39.6,24,0
C101837,MidMarket,22,566.26,0,1,13.5,27,0
C100549,MidMarket,25,770.76,1,2,44.8,25,0
C100319,MidMarket,23,441.19,1,1,43.5,41,0
C101526,SMB,17,128.15,2,0,14.0,41,1
C101805,SMB,23,126.9,2,0,16.0,30,0
C101177,Enterprise,40,2528.14,0,1,51.0,11,0
C100558,SMB,23,117.59,5,1,11.0,28,0
C100139,SMB,8,162.49,1,2,33.3,39,0
C101734,SMB,20,176.64,4,3,24.7,23,1
C100531,MidMarket,26,504.85,1,4,31.6,26,0
C100224,SMB,29,127.66,1,0,32.0,14,0
C100723,SMB,16,144.41,3,2,22.9,19,1
C100786,MidMarket,39,667.89,1,1,16.6,22,0
C101717,SMB,21,194.0,2,0,26.4,51,1
C101007,SMB,29,212.48,5,1,10.9,24,0
C100409,MidMarket,18,449.69,2,1,34.5,29,1
C100325,SMB,12,118.85,1,3,39.7,26,1
C101765,SMB,16,164.98,1,3,31.6,34,0
C100299,SMB,21,107.72,1,3,15.8,9,0
C101262,MidMarket,20,652.49,3,2,16.5,11,0
C101945,SMB,27,170.78,4,1,20.0,33,0
C100025,SMB,25,167.86,3,1,24.3,20,0
C101858,MidMarket,21,634.13,1,0,16.7,37,0
C100714,MidMarket,20,628.42,3,1,29.2,33,0
C101009,MidMarket,12,453.2,1,0,49.5,43,0
C100193,MidMarket,30,646.93,1,2,49.0,0,0
